Informantes,Respuestas,Agentes_Confiables,Tiempo_s
20,0,20,0.177198
20,1,20,0.229025
20,2,20,0.269921
20,3,20,0.311732
20,4,18,0.137443
20,5,18,0.359464
20,6,18,0.306391
20,7,17,0.311708
20,8,18,0.199123
20,9,16,0.226713
20,10,15,0.117393
20,11,16,0.321671
20,12,16,0.0918364
20,13,15,0.086654
20,14,16,0.126017
20,15,17,0.354719
20,16,14,0.0831404
20,17,14,0.0571749
20,18,14,0.0615132
20,19,14,0.0589594
20,20,15,0.0854236
20,21,12,0.040815
20,22,14,0.0676547
20,23,13,0.0304755
20,24,13,0.0210378
20,25,10,0.0246069
20,26,11,0.0401816
20,27,14,0.0325575
20,28,8,0.0108044
20,29,9,0.0018322
20,30,10,0.007798
20,31,9,0.0057551
20,32,12,0.0066093
20,33,12,0.0218814
20,34,10,0.0110997
20,35,9,0.0041413
20,36,12,0.0136814
20,37,7,0.0046569
20,38,7,0.0038584
20,39,5,0.0009259
20,40,7,0.0097586
20,41,4,0.0030864
20,42,6,0.0012295
20,43,7,0.0039482
20,44,6,0.0044834
20,45,10,0.012207
20,46,9,0.0093965
20,47,8,0.0032743
20,48,5,0.000583
20,49,9,0.007197
20,50,5,0.0048407
20,51,6,0.001848
20,52,7,0.0015306
20,53,3,0.0010805
20,54,9,0.0048778
20,55,7,0.0023678
20,56,3,0.0002009
20,57,7,0.002181
20,58,5,0.0021473
20,59,6,0.0022691
20,60,6,0.0028245
20,61,2,0.000883
20,62,3,0.0021317
20,63,3,0.0035679
20,64,6,0.0013314
20,65,5,0.0035737
20,66,5,0.0006936
20,67,1,0.0005055
20,68,4,0.0030632
20,69,3,0.0006269
20,70,3,0.0014257
20,71,6,0.0051271
20,72,2,0.000606
20,73,3,0.0006004
20,74,1,0.0004215
20,75,1,0.0006887
20,76,2,0.0002537
20,77,4,0.0004224
20,78,4,0.0004153
20,79,3,0.0004492
20,80,1,0.0014662
20,81,1,0.0016446
20,82,5,0.001122
20,83,5,0.0004488
20,84,2,0.0002559
20,85,1,0.0003646
20,86,1,0.0023535
20,87,3,0.0001692
20,88,2,0.0003697
20,89,1,0.0006744
20,90,2,0.0008434
20,91,2,0.000996
20,92,0,0.0001795
20,93,2,0.0004744
20,94,2,0.0003867
20,95,1,0.0008187
20,96,1,0.0003546
20,97,0,0.0004398
20,98,2,0.0003773
20,99,0,0.0003666
20,0,20,0.182278
20,1,19,0.265005
20,2,19,0.308755
20,3,18,0.3332
20,4,18,0.278683
20,5,17,0.311503
20,6,16,0.247168
20,7,17,0.266196
20,8,17,0.357503
20,9,16,0.110499
20,10,16,0.114325
20,11,16,0.222331
20,12,15,0.302723
20,13,15,0.092744
20,14,15,0.098036
20,15,11,0.0156313
20,16,16,0.0908059
20,17,14,0.0988893
20,18,14,0.0498674
20,19,11,0.0285074
20,20,12,0.0431657
20,21,14,0.0883394
20,22,14,0.0570475
20,23,12,0.0350674
20,24,12,0.0355066
20,25,14,0.0109066
20,26,13,0.0374737
20,27,11,0.0171551
20,28,11,0.0203701
20,29,10,0.0081769
20,30,11,0.0098218
20,31,9,0.0056453
20,32,11,0.0122095
20,33,8,0.0038175
20,34,7,0.0049062
20,35,9,0.012524
20,36,12,0.0081888
20,37,11,0.0211446
20,38,10,0.0170027
20,39,12,0.0039481
20,40,7,0.0025287
20,41,9,0.003694
20,42,10,0.0092323
20,43,5,0.0035648
20,44,7,0.0041479
20,45,7,0.0069608
20,46,10,0.0083191
20,47,9,0.008617
20,48,11,0.0137543
20,49,8,0.0070244
20,50,6,0.0005135
20,51,3,0.0089666
20,52,5,0.0017132
20,53,4,0.0021145
20,54,2,0.0003047
20,55,8,0.009885
20,56,4,0.0016513
20,57,3,0.0007036
20,58,4,0.0011004
20,59,4,0.0025602
20,60,1,0.0016949
20,61,7,0.0022467
20,62,4,0.0027461
20,63,6,0.0029371
20,64,2,0.0012168
20,65,6,0.0010851
20,66,4,0.0003365
20,67,2,0.0001377
20,68,6,0.0022647
20,69,2,0.0001829
20,70,1,0.0003638
20,71,3,0.0039067
20,72,2,0.0006432
20,73,2,0.0019543
20,74,3,0.001341
20,75,0,0.0015081
20,76,6,0.0008659
20,77,2,0.0002537
20,78,1,0.0001033
20,79,3,0.0010005
20,80,1,0.001341
20,81,3,0.0013381
20,82,3,0.0005963
20,83,2,0.0008403
20,84,5,0.0009787
20,85,2,0.0006774
20,86,2,0.0009122
20,87,3,0.0006821
20,88,3,0.0006454
20,89,1,0.002104
20,90,0,0.0004183
20,91,4,0.0009803
20,92,4,0.0004205
20,93,4,0.0008608
20,94,1,0.0002853
20,95,0,0.0008386
20,96,3,0.0003127
20,97,4,0.0004901
20,98,1,0.0004657
20,99,2,0.0006545
20,0,20,0.18213
20,1,19,0.259805
20,2,19,0.283182
20,3,19,0.424542
20,4,18,0.265295
20,5,17,0.317563
20,6,19,0.367789
20,7,17,0.257098
20,8,16,0.247896
20,9,16,0.116988
20,10,17,0.186513
20,11,15,0.0893518
20,12,15,0.182287
20,13,15,0.103476
20,14,14,0.107504
20,15,15,0.0439901
20,16,15,0.0658597
20,17,13,0.0472261
20,18,12,0.0464854
20,19,15,0.0337079
20,20,16,0.0784611
20,21,13,0.0223816
20,22,12,0.0427819
20,23,12,0.0369962
20,24,11,0.0191654
20,25,13,0.0163875
20,26,11,0.0221754
20,27,11,0.0187643
20,28,11,0.0251714
20,29,11,0.0153076
20,30,10,0.0160178
20,31,13,0.0186065
20,32,13,0.0195766
20,33,9,0.0063413
20,34,10,0.0071873
20,35,10,0.0164173
20,36,6,0.0011115
20,37,9,0.0188712
20,38,11,0.0109472
20,39,11,0.0057648
20,40,7,0.0032714
20,41,8,0.0071614
20,42,9,0.0038571
20,43,7,0.0059296
20,44,8,0.0034378
20,45,7,0.0016445
20,46,6,0.004888
20,47,8,0.0022177
20,48,7,0.0062987
20,49,5,0.0009024
20,50,8,0.0097326
20,51,4,0.0012433
20,52,5,0.0040904
20,53,3,0.0037793
20,54,4,0.0007709
20,55,1,0.0067597
20,56,5,0.001987
20,57,6,0.0024801
20,58,6,0.001808
20,59,5,0.0018985
20,60,2,0.0007603
20,61,4,0.0025764
20,62,6,0.0013334
20,63,6,0.0015473
20,64,3,0.0003804
20,65,6,0.0046446
20,66,5,0.001152
20,67,5,0.0020199
20,68,2,0.0010085
20,69,2,0.0010648
20,70,7,0.0009548
20,71,2,0.0001931
20,72,2,0.0009142
20,73,0,0.0004122
20,74,4,0.0003201
20,75,1,0.0005062
20,76,4,0.001661
20,77,3,0.0004966
20,78,4,0.0023352
20,79,3,0.0003697
20,80,0,0.0008489
20,81,1,0.000325
20,82,3,0.0008271
20,83,1,0.0004252
20,84,3,0.0003512
20,85,3,0.0001813
20,86,3,0.0012287
20,87,3,0.0008491
20,88,2,0.0004424
20,89,1,0.0005733
20,90,1,0.0005017
20,91,3,0.0002626
20,92,1,0.0011685
20,93,1,0.0006982
20,94,1,9.02e-05
